category,id,geojson_file,source,year,description,display_name,state,label
city,devadurga,cities/devadurga.geojson,SBM/ramSeraph,,"","Devadurga","Karnataka","Wards"
city,devakottai,cities/devakottai.geojson,SBM/ramSeraph,,"","Devakottai","Tamil Nadu","Wards"
city,devanahalli_tmc,cities/devanahalli_tmc.geojson,SBM/ramSeraph,,"","Devanahalli Tmc","Karnataka","Wards"
city,devarahipparagi,cities/devarahipparagi.geojson,SBM/ramSeraph,,"","Devarahipparagi","Karnataka","Wards"
city,devarakonda,cities/devarakonda.geojson,SBM/ramSeraph,,"","Devarakonda","Telangana","Wards"
city,devendranagar,cities/devendranagar.geojson,SBM/ramSeraph,,"","Devendranagar","Madhya Pradesh","Wards"
city,devgad,cities/devgad.geojson,SBM/ramSeraph,,"","Devgad","Maharashtra","Wards"
city,devrukh,cities/devrukh.geojson,SBM/ramSeraph,,"","Devrukh","Maharashtra","Wards"
city,dewas,cities/dewas.geojson,SBM/ramSeraph,,"","Dewas","Madhya Pradesh","Wards"
city,dhadgaon_wadfalya,cities/dhadgaon_wadfalya.geojson,SBM/ramSeraph,,"","Dhadgaon Wadfalya","Maharashtra","Wards"
city,dhakia,cities/dhakia.geojson,SBM/ramSeraph,,"","Dhakia","Uttar Pradesh","Wards"
city,dhamangaon_railway,cities/dhamangaon_railway.geojson,SBM/ramSeraph,,"","Dhamangaon Railway","Maharashtra","Wards"
city,dhamdha,cities/dhamdha.geojson,SBM/ramSeraph,,"","Dhamdha","Chhattisgarh","Wards"
city,dhammaiguda,cities/dhammaiguda.geojson,SBM/ramSeraph,,"","Dhammaiguda","Telangana","Wards"
city,dhamnod,cities/dhamnod.geojson,SBM/ramSeraph,,"","Dhamnod","Madhya Pradesh","Wards"
city,dhampur,cities/dhampur.geojson,SBM/ramSeraph,,"","Dhampur","Uttar Pradesh","Wards"
city,dhamtari,cities/dhamtari.geojson,SBM/ramSeraph,,"","Dhamtari","Chhattisgarh","Wards"
city,dhanaula,cities/dhanaula.geojson,SBM/ramSeraph,,"","Dhanaula","Punjab","Wards"
city,dhanaura,cities/dhanaura.geojson,SBM/ramSeraph,,"","Dhanaura","Uttar Pradesh","Wards"
city,dhanbad,cities/dhanbad.geojson,SBM/ramSeraph,,"","Dhanbad","Jharkhand","Wards"
city,dhanepur,cities/dhanepur.geojson,SBM/ramSeraph,,"","Dhanepur","Uttar Pradesh","Wards"
city,dhanki,cities/dhanki.geojson,SBM/ramSeraph,,"","Dhanki","Maharashtra","Wards"
city,dhanora,cities/dhanora.geojson,SBM/ramSeraph,,"","Dhanora","Maharashtra","Wards"
city,dhanpuri,cities/dhanpuri.geojson,SBM/ramSeraph,,"","Dhanpuri","Madhya Pradesh","Wards"
city,dhar,cities/dhar.geojson,SBM/ramSeraph,,"","Dhar","Madhya Pradesh","Wards"
city,dharamgarh,cities/dharamgarh.geojson,SBM/ramSeraph,,"","Dharamgarh","Odisha","Wards"
city,dharamjaigarh,cities/dharamjaigarh.geojson,SBM/ramSeraph,,"","Dharamjaigarh","Chhattisgarh","Wards"
city,dharamkot,cities/dharamkot.geojson,SBM/ramSeraph,,"","Dharamkot","Punjab","Wards"
city,dharampuri,cities/dharampuri.geojson,SBM/ramSeraph,,"","Dharampuri","Madhya Pradesh","Wards"
city,dharamshala,cities/dharamshala.geojson,SBM/ramSeraph,,"","Dharamshala","Himachal Pradesh","Wards"
city,dharamsinghwa,cities/dharamsinghwa.geojson,SBM/ramSeraph,,"","Dharamsinghwa","Uttar Pradesh","Wards"
city,dharangaon,cities/dharangaon.geojson,SBM/ramSeraph,,"","Dharangaon","Maharashtra","Wards"
city,dharapuram,cities/dharapuram.geojson,SBM/ramSeraph,,"","Dharapuram","Tamil Nadu","Wards"
city,dhariwal,cities/dhariwal.geojson,SBM/ramSeraph,,"","Dhariwal","Punjab","Wards"
city,dharmapuri_tg,cities/dharmapuri_tg.geojson,SBM/ramSeraph,,"","Dharmapuri","Telangana","Wards"
city,dharmapuri_tn,cities/dharmapuri_tn.geojson,SBM/ramSeraph,,"","Dharmapuri","Tamil Nadu","Wards"
city,dharmavaram,cities/dharmavaram.geojson,SBM/ramSeraph,,"","Dharmavaram","Andhra Pradesh","Wards"
city,dharuhera,cities/dharuhera.geojson,SBM/ramSeraph,,"","Dharuhera","Haryana","Wards"
city,dhaulpur,cities/dhaulpur.geojson,SBM/ramSeraph,,"","Dhaulpur","Rajasthan","Wards"
city,dhaura_tanda,cities/dhaura_tanda.geojson,SBM/ramSeraph,,"","Dhaura Tanda","Uttar Pradesh","Wards"
city,dhaurehra,cities/dhaurehra.geojson,SBM/ramSeraph,,"","Dhaurehra","Uttar Pradesh","Wards"
city,dhekiajuli,cities/dhekiajuli.geojson,SBM/ramSeraph,,"","Dhekiajuli","Assam","Wards"
city,dhenkanal,cities/dhenkanal.geojson,SBM/ramSeraph,,"","Dhenkanal","Odisha","Wards"
city,dhilwan,cities/dhilwan.geojson,SBM/ramSeraph,,"","Dhilwan","Punjab","Wards"
city,dhone,cities/dhone.geojson,SBM/ramSeraph,,"","Dhone","Andhra Pradesh","Wards"
city,dhubri_mb,cities/dhubri_mb.geojson,SBM/ramSeraph,,"","Dhubri Mb","Assam","Wards"
city,dhule,cities/dhule.geojson,SBM/ramSeraph,,"","Dhule","Maharashtra","Wards"
city,dhuri,cities/dhuri.geojson,SBM/ramSeraph,,"","Dhuri","Punjab","Wards"
city,diamond_harbour,cities/diamond_harbour.geojson,LivingAtlas/ramSeraph,,"","Diamond Harbour","West Bengal","Wards"
city,dibai,cities/dibai.geojson,SBM/ramSeraph,,"","Dibai","Uttar Pradesh","Wards"
city,didwana,cities/didwana.geojson,SBM/ramSeraph,,"","Didwana","Rajasthan","Wards"
city,digapahandi,cities/digapahandi.geojson,SBM/ramSeraph,,"","Digapahandi","Odisha","Wards"
city,digboi,cities/digboi.geojson,SBM/ramSeraph,,"","Digboi","Assam","Wards"
city,dighwara,cities/dighwara.geojson,SBM/ramSeraph,,"","Dighwara","Bihar","Wards"
city,digras,cities/digras.geojson,SBM/ramSeraph,,"","Digras","Maharashtra","Wards"
city,diken,cities/diken.geojson,SBM/ramSeraph,,"","Diken","Madhya Pradesh","Wards"
city,dildarnagar,cities/dildarnagar.geojson,SBM/ramSeraph,,"","Dildarnagar","Uttar Pradesh","Wards"
city,dina_nagar,cities/dina_nagar.geojson,SBM/ramSeraph,,"","Dina Nagar","Punjab","Wards"
city,dindigul,cities/dindigul.geojson,LivingAtlas/ramSeraph,,"","Dindigul","Tamil Nadu","Wards"
city,dindori_mh,cities/dindori_mh.geojson,SBM/ramSeraph,,"","Dindori","Maharashtra","Wards"
city,dindori_mp,cities/dindori_mp.geojson,SBM/ramSeraph,,"","Dindori","Madhya Pradesh","Wards"
city,diphu,cities/diphu.geojson,SBM/ramSeraph,,"","Diphu","Assam","Wards"
city,dipka,cities/dipka.geojson,SBM/ramSeraph,,"","Dipka","Chhattisgarh","Wards"
city,dirba,cities/dirba.geojson,SBM/ramSeraph,,"","Dirba","Punjab","Wards"
city,diu,cities/diu.geojson,LivingAtlas/ramSeraph,,"","Diu","Daman & Diu","Wards"
city,doda,cities/doda.geojson,SBM/ramSeraph,,"","Doda","Jammu & Kashmir","Wards"
city,dodballapur,cities/dodballapur.geojson,SBM/ramSeraph,,"","Dodballapur","Karnataka","Wards"
city,doghat,cities/doghat.geojson,SBM/ramSeraph,,"","Doghat","Uttar Pradesh","Wards"
city,dohrighat,cities/dohrighat.geojson,SBM/ramSeraph,,"","Dohrighat","Uttar Pradesh","Wards"
city,doiwala,cities/doiwala.geojson,SBM/ramSeraph,,"","Doiwala","Uttarakhand","Wards"
city,dola,cities/dola.geojson,SBM/ramSeraph,,"","Dola","Madhya Pradesh","Wards"
city,dondaicha_warvade,cities/dondaicha_warvade.geojson,SBM/ramSeraph,,"","Dondaicha-Warvade","Maharashtra","Wards"
city,dongargaon,cities/dongargaon.geojson,SBM/ramSeraph,,"","Dongargaon","Chhattisgarh","Wards"
city,dongargarh,cities/dongargarh.geojson,SBM/ramSeraph,,"","Dongargarh","Chhattisgarh","Wards"
city,doraha,cities/doraha.geojson,SBM/ramSeraph,,"","Doraha","Punjab","Wards"
city,dornakal,cities/dornakal.geojson,SBM/ramSeraph,,"","Dornakal","Telangana","Wards"
city,dornapal,cities/dornapal.geojson,SBM/ramSeraph,,"","Dornapal","Chhattisgarh","Wards"
city,dostpur,cities/dostpur.geojson,SBM/ramSeraph,,"","Dostpur","Uttar Pradesh","Wards"
city,doundi,cities/doundi.geojson,SBM/ramSeraph,,"","Doundi","Chhattisgarh","Wards"
city,dudhani,cities/dudhani.geojson,SBM/ramSeraph,,"","Dudhani","Maharashtra","Wards"
city,dulb_haryana,cities/dulb_haryana.geojson,SBM/ramSeraph,,"","Dulb Haryana","Haryana","Wards"
city,dum_dum,cities/dum_dum.geojson,WB_AMRUT/ramSeraph,,"","Dum Dum","West Bengal","Wards"
city,dumarkachar,cities/dumarkachar.geojson,SBM/ramSeraph,,"","Dumarkachar","Madhya Pradesh","Wards"
city,dumka,cities/dumka.geojson,SBM/ramSeraph,,"","Dumka","Jharkhand","Wards"
city,dumraon,cities/dumraon.geojson,SBM/ramSeraph,,"","Dumraon","Bihar","Wards"
city,dungargarh,cities/dungargarh.geojson,SBM/ramSeraph,,"","Dungargarh","Rajasthan","Wards"
city,dungarpur_mcl,cities/dungarpur_mcl.geojson,SBM/ramSeraph,,"","Dungarpur Mcl","Rajasthan","Wards"
city,durg,cities/durg.geojson,SBM/ramSeraph,,"","Durg","Chhattisgarh","Wards"
city,durgapur,cities/durgapur.geojson,WB_AMRUT/ramSeraph,,"","Durgapur","West Bengal","Wards"
city,edangansalai,cities/edangansalai.geojson,SBM/ramSeraph,,"","Edangansalai","Tamil Nadu","Wards"
city,eka,cities/eka.geojson,SBM/ramSeraph,,"","Eka","Uttar Pradesh","Wards"
city,ekdil,cities/ekdil.geojson,SBM/ramSeraph,,"","Ekdil","Uttar Pradesh","Wards"
city,eloor,cities/eloor.geojson,SBM/ramSeraph,,"","Eloor","Kerala","Wards"
city,eluru,cities/eluru.geojson,SBM/ramSeraph,,"","Eluru","Andhra Pradesh","Wards"
city,english_bazar,cities/english_bazar.geojson,WB_AMRUT/ramSeraph,,"","English Bazar","West Bengal","Wards"
city,erandol,cities/erandol.geojson,SBM/ramSeraph,,"","Erandol","Maharashtra","Wards"
city,erattupetta,cities/erattupetta.geojson,SBM/ramSeraph,,"","Erattupetta","Kerala","Wards"
city,erode,cities/erode.geojson,SBM/ramSeraph,,"","Erode","Tamil Nadu","Wards"
city,etah,cities/etah.geojson,SBM/ramSeraph,,"","Etah","Uttar Pradesh","Wards"
city,etmadpur,cities/etmadpur.geojson,SBM/ramSeraph,,"","Etmadpur","Uttar Pradesh","Wards"
city,ettumanoor,cities/ettumanoor.geojson,SBM/ramSeraph,,"","Ettumanoor","Kerala","Wards"
city,examba,cities/examba.geojson,SBM/ramSeraph,,"","Examba","Karnataka","Wards"
city,faizganj,cities/faizganj.geojson,SBM/ramSeraph,,"","Faizganj","Uttar Pradesh","Wards"
city,falna,cities/falna.geojson,SBM/ramSeraph,,"","Falna","Rajasthan","Wards"
city,farah,cities/farah.geojson,SBM/ramSeraph,,"","Farah","Uttar Pradesh","Wards"
city,farasgaon,cities/farasgaon.geojson,SBM/ramSeraph,,"","Farasgaon","Chhattisgarh","Wards"
city,faridkot,cities/faridkot.geojson,SBM/ramSeraph,,"","Faridkot","Punjab","Wards"
city,faridnagar,cities/faridnagar.geojson,SBM/ramSeraph,,"","Faridnagar","Uttar Pradesh","Wards"
city,faridpur,cities/faridpur.geojson,SBM/ramSeraph,,"","Faridpur","Uttar Pradesh","Wards"
city,fariha,cities/fariha.geojson,SBM/ramSeraph,,"","Fariha","Uttar Pradesh","Wards"
city,farrukhabad_cum_fatehgarh,cities/farrukhabad_cum_fatehgarh.geojson,SBM/ramSeraph,,"","Farrukhabad-Cum-Fatehgarh","Uttar Pradesh","Wards"
city,farrukhnagar,cities/farrukhnagar.geojson,SBM/ramSeraph,,"","Farrukhnagar","Haryana","Wards"
city,fatehabad_hr,cities/fatehabad_hr.geojson,SBM/ramSeraph,,"","Fatehabad","Haryana","Wards"
city,fatehabad_up,cities/fatehabad_up.geojson,SBM/ramSeraph,,"","Fatehabad","Uttar Pradesh","Wards"
city,fatehganj_paschimi,cities/fatehganj_paschimi.geojson,SBM/ramSeraph,,"","Fatehganj Paschimi","Uttar Pradesh","Wards"
city,fatehganj_purvi,cities/fatehganj_purvi.geojson,SBM/ramSeraph,,"","Fatehganj Purvi","Uttar Pradesh","Wards"
city,fatehgarh_churian,cities/fatehgarh_churian.geojson,SBM/ramSeraph,,"","Fatehgarh Churian","Punjab","Wards"
city,fatehgarh_pajtur,cities/fatehgarh_pajtur.geojson,SBM/ramSeraph,,"","Fatehgarh Pajtur","Punjab","Wards"
city,fatehnagar,cities/fatehnagar.geojson,SBM/ramSeraph,,"","Fatehnagar","Rajasthan","Wards"
city,fatehpur_rj,cities/fatehpur_rj.geojson,SBM/ramSeraph,,"","Fatehpur","Rajasthan","Wards"
city,fatehpur_sikri,cities/fatehpur_sikri.geojson,SBM/ramSeraph,,"","Fatehpur Sikri","Uttar Pradesh","Wards"
city,fatehpur_up,cities/fatehpur_up.geojson,SBM/ramSeraph,,"","Fatehpur","Uttar Pradesh","Wards"
city,fatwah,cities/fatwah.geojson,SBM/ramSeraph,,"","Fatwah","Bihar","Wards"
city,fazilka,cities/fazilka.geojson,SBM/ramSeraph,,"","Fazilka","Punjab","Wards"
city,fazilnagar,cities/fazilnagar.geojson,SBM/ramSeraph,,"","Fazilnagar","Uttar Pradesh","Wards"
city,feroke,cities/feroke.geojson,SBM/ramSeraph,,"","Feroke","Kerala","Wards"
city,ferozepur_jhirka,cities/ferozepur_jhirka.geojson,SBM/ramSeraph,,"","Ferozepur Jhirka","Haryana","Wards"
city,fingeshwar,cities/fingeshwar.geojson,SBM/ramSeraph,,"","Fingeshwar","Chhattisgarh","Wards"
city,firozabad,cities/firozabad.geojson,SBM/ramSeraph,,"","Firozabad","Uttar Pradesh","Wards"
city,firozpur,cities/firozpur.geojson,SBM/ramSeraph,,"","Firozpur","Punjab","Wards"
city,frisal,cities/frisal.geojson,SBM/ramSeraph,,"","Frisal","Jammu & Kashmir","Wards"
city,g_udyagiri,cities/g_udyagiri.geojson,SBM/ramSeraph,,"","G Udyagiri","Odisha","Wards"
city,gadag_betigeri,cities/gadag_betigeri.geojson,SBM/ramSeraph,,"","Gadag-Betigeri","Karnataka","Wards"
city,gadarpur,cities/gadarpur.geojson,SBM/ramSeraph,,"","Gadarpur","Uttarakhand","Wards"
city,gadarwara,cities/gadarwara.geojson,SBM/ramSeraph,,"","Gadarwara","Madhya Pradesh","Wards"
city,gadchiroli,cities/gadchiroli.geojson,SBM/ramSeraph,,"","Gadchiroli","Maharashtra","Wards"
city,gadimalhara,cities/gadimalhara.geojson,SBM/ramSeraph,,"","Gadimalhara","Madhya Pradesh","Wards"
city,gadvara_bazar,cities/gadvara_bazar.geojson,SBM/ramSeraph,,"","Gadvara Bazar","Uttar Pradesh","Wards"
city,gadwal,cities/gadwal.geojson,SBM/ramSeraph,,"","Gadwal","Telangana","Wards"
city,gainsadi,cities/gainsadi.geojson,SBM/ramSeraph,,"","Gainsadi","Uttar Pradesh","Wards"
city,gajendragarh,cities/gajendragarh.geojson,SBM/ramSeraph,,"","Gajendragarh","Karnataka","Wards"
city,gajraula,cities/gajraula.geojson,SBM/ramSeraph,,"","Gajraula","Uttar Pradesh","Wards"
city,gajwel,cities/gajwel.geojson,SBM/ramSeraph,,"","Gajwel","Telangana","Wards"
city,ganaur,cities/ganaur.geojson,SBM/ramSeraph,,"","Ganaur","Haryana","Wards"
city,gandai,cities/gandai.geojson,SBM/ramSeraph,,"","Gandai","Chhattisgarh","Wards"
city,ganderbal,cities/ganderbal.geojson,SBM/ramSeraph,,"","Ganderbal","Jammu & Kashmir","Wards"
city,gandhidham,cities/gandhidham.geojson,SBM/ramSeraph,,"","Gandhidham","Gujarat","Wards"
city,gandhinagar,cities/gandhinagar.geojson,SBM/ramSeraph,,"","Gandhinagar","Gujarat","Wards"
city,gangakhed,cities/gangakhed.geojson,SBM/ramSeraph,,"","Gangakhed","Maharashtra","Wards"
city,ganganagar,cities/ganganagar.geojson,SBM/ramSeraph,,"","Ganganagar","Rajasthan","Wards"
city,gangapur_city,cities/gangapur_city.geojson,SBM/ramSeraph,,"","Gangapur City","Rajasthan","Wards"
city,gangapur_rj,cities/gangapur_rj.geojson,SBM/ramSeraph,,"","Gangapur","Rajasthan","Wards"
city,gangapur_up,cities/gangapur_up.geojson,SBM/ramSeraph,,"","Gangapur","Uttar Pradesh","Wards"
city,gangavathi,cities/gangavathi.geojson,SBM/ramSeraph,,"","Gangavathi","Karnataka","Wards"
city,gangoh,cities/gangoh.geojson,SBM/ramSeraph,,"","Gangoh","Uttar Pradesh","Wards"
city,gangtok,cities/gangtok.geojson,SBM/ramSeraph,,"","Gangtok","Sikkim","Wards"
city,ganj_dundawara,cities/ganj_dundawara.geojson,SBM/ramSeraph,,"","Ganj Dundawara","Uttar Pradesh","Wards"
city,ganjbasoda,cities/ganjbasoda.geojson,SBM/ramSeraph,,"","Ganjbasoda","Madhya Pradesh","Wards"
city,gardhiwala,cities/gardhiwala.geojson,SBM/ramSeraph,,"","Gardhiwala","Punjab","Wards"
city,garhakota,cities/garhakota.geojson,SBM/ramSeraph,,"","Garhakota","Madhya Pradesh","Wards"
city,garhi_pukhta,cities/garhi_pukhta.geojson,SBM/ramSeraph,,"","Garhi Pukhta","Uttar Pradesh","Wards"
city,garhshankar,cities/garhshankar.geojson,SBM/ramSeraph,,"","Garhshankar","Punjab","Wards"
city,garhwa,cities/garhwa.geojson,SBM/ramSeraph,,"","Garhwa","Jharkhand","Wards"
city,gariyaband,cities/gariyaband.geojson,SBM/ramSeraph,,"","Gariyaband","Chhattisgarh","Wards"
city,garoth,cities/garoth.geojson,SBM/ramSeraph,,"","Garoth","Madhya Pradesh","Wards"
city,gaurabadshahpur,cities/gaurabadshahpur.geojson,SBM/ramSeraph,,"","Gaurabadshahpur","Uttar Pradesh","Wards"
city,gaurella,cities/gaurella.geojson,SBM/ramSeraph,,"","Gaurella","Chhattisgarh","Wards"
city,gauriganj,cities/gauriganj.geojson,SBM/ramSeraph,,"","Gauriganj","Uttar Pradesh","Wards"
city,gaya,cities/gaya.geojson,SBM/ramSeraph,,"","Gaya","Bihar","Wards"
city,geedam,cities/geedam.geojson,SBM/ramSeraph,,"","Geedam","Chhattisgarh","Wards"
city,ghagga,cities/ghagga.geojson,SBM/ramSeraph,,"","Ghagga","Punjab","Wards"
city,ghaghasara_bazar,cities/ghaghasara_bazar.geojson,SBM/ramSeraph,,"","Ghaghasara Bazar","Uttar Pradesh","Wards"
city,ghanaur,cities/ghanaur.geojson,SBM/ramSeraph,,"","Ghanaur","Punjab","Wards"
city,ghansawangi,cities/ghansawangi.geojson,SBM/ramSeraph,,"","Ghansawangi","Maharashtra","Wards"
city,gharaunda,cities/gharaunda.geojson,SBM/ramSeraph,,"","Gharaunda","Haryana","Wards"
city,gharghoda,cities/gharghoda.geojson,SBM/ramSeraph,,"","Gharghoda","Chhattisgarh","Wards"
city,ghatampur,cities/ghatampur.geojson,SBM/ramSeraph,,"","Ghatampur","Uttar Pradesh","Wards"
city,ghatanji,cities/ghatanji.geojson,SBM/ramSeraph,,"","Ghatanji","Maharashtra","Wards"
city,ghaziabad,cities/ghaziabad.geojson,SBM/ramSeraph,,"","Ghaziabad","Uttar Pradesh","Wards"
city,ghazipur,cities/ghazipur.geojson,SBM/ramSeraph,,"","Ghazipur","Uttar Pradesh","Wards"
city,ghiraur,cities/ghiraur.geojson,SBM/ramSeraph,,"","Ghiraur","Uttar Pradesh","Wards"
city,ghoghardiha,cities/ghoghardiha.geojson,SBM/ramSeraph,,"","Ghoghardiha","Bihar","Wards"
city,ghorawal,cities/ghorawal.geojson,SBM/ramSeraph,,"","Ghorawal","Uttar Pradesh","Wards"
city,ghosi,cities/ghosi.geojson,SBM/ramSeraph,,"","Ghosi","Uttar Pradesh","Wards"
city,ghosia_bazar,cities/ghosia_bazar.geojson,SBM/ramSeraph,,"","Ghosia Bazar","Uttar Pradesh","Wards"
city,ghuwara,cities/ghuwara.geojson,SBM/ramSeraph,,"","Ghuwara","Madhya Pradesh","Wards"
city,giddalur,cities/giddalur.geojson,SBM/ramSeraph,,"","Giddalur","Andhra Pradesh","Wards"
city,gidderbaha,cities/gidderbaha.geojson,SBM/ramSeraph,,"","Gidderbaha","Punjab","Wards"
city,giridih,cities/giridih.geojson,SBM/ramSeraph,,"","Giridih","Jharkhand","Wards"
city,gobichettipalayam,cities/gobichettipalayam.geojson,SBM/ramSeraph,,"","Gobichettipalayam","Tamil Nadu","Wards"
city,gobindgarh,cities/gobindgarh.geojson,SBM/ramSeraph,,"","Gobindgarh","Punjab","Wards"
city,gobra_nawapara,cities/gobra_nawapara.geojson,SBM/ramSeraph,,"","Gobra Nawapara","Chhattisgarh","Wards"
city,godda,cities/godda.geojson,SBM/ramSeraph,,"","Godda","Jharkhand","Wards"
city,godhra,cities/godhra.geojson,SBM/ramSeraph,,"","Godhra","Gujarat","Wards"
city,gohad,cities/gohad.geojson,SBM/ramSeraph,,"","Gohad","Madhya Pradesh","Wards"
city,gohana,cities/gohana.geojson,SBM/ramSeraph,,"","Gohana","Haryana","Wards"
city,gohand,cities/gohand.geojson,SBM/ramSeraph,,"","Gohand","Uttar Pradesh","Wards"
city,gokak,cities/gokak.geojson,SBM/ramSeraph,,"","Gokak","Karnataka","Wards"
city,gokul,cities/gokul.geojson,SBM/ramSeraph,,"","Gokul","Uttar Pradesh","Wards"
city,gola_bazar,cities/gola_bazar.geojson,SBM/ramSeraph,,"","Gola Bazar","Uttar Pradesh","Wards"
city,gola_gokarn_nath,cities/gola_gokarn_nath.geojson,SBM/ramSeraph,,"","Gola Gokarn Nath","Uttar Pradesh","Wards"
city,golaghat_mb,cities/golaghat_mb.geojson,SBM/ramSeraph,,"","Golaghat Mb","Assam","Wards"
city,gollaprolu,cities/gollaprolu.geojson,SBM/ramSeraph,,"","Gollaprolu","Andhra Pradesh","Wards"
city,gond_pipari,cities/gond_pipari.geojson,SBM/ramSeraph,,"","Gond Pipari","Maharashtra","Wards"
city,gonda,cities/gonda.geojson,SBM/ramSeraph,,"","Gonda","Uttar Pradesh","Wards"
city,gondal,cities/gondal.geojson,SBM/ramSeraph,,"","Gondal","Gujarat","Wards"
city,gondiya,cities/gondiya.geojson,SBM/ramSeraph,,"","Gondiya","Maharashtra","Wards"
city,goniana,cities/goniana.geojson,SBM/ramSeraph,,"","Goniana","Punjab","Wards"
city,gooty,cities/gooty.geojson,SBM/ramSeraph,,"","Gooty","Andhra Pradesh","Wards"
city,gopalpur,cities/gopalpur.geojson,SBM/ramSeraph,,"","Gopalpur","Odisha","Wards"
city,gopamau,cities/gopamau.geojson,SBM/ramSeraph,,"","Gopamau","Uttar Pradesh","Wards"
city,gorakhpur,cities/gorakhpur.geojson,SBM/ramSeraph,,"","Gorakhpur","Uttar Pradesh","Wards"
city,goraya,cities/goraya.geojson,SBM/ramSeraph,,"","Goraya","Punjab","Wards"
city,goregaon,cities/goregaon.geojson,SBM/ramSeraph,,"","Goregaon","Maharashtra","Wards"
city,gormi,cities/gormi.geojson,SBM/ramSeraph,,"","Gormi","Madhya Pradesh","Wards"
city,gosaiganj,cities/gosaiganj.geojson,SBM/ramSeraph,,"","Gosaiganj","Uttar Pradesh","Wards"
city,gosainganj,cities/gosainganj.geojson,SBM/ramSeraph,,"","Gosainganj","Uttar Pradesh","Wards"
city,gouribidanur,cities/gouribidanur.geojson,SBM/ramSeraph,,"","Gouribidanur","Karnataka","Wards"
city,govardhan,cities/govardhan.geojson,SBM/ramSeraph,,"","Govardhan","Uttar Pradesh","Wards"
city,govindgarh,cities/govindgarh.geojson,SBM/ramSeraph,,"","Govindgarh","Madhya Pradesh","Wards"
city,greater_hyderabad,cities/greater_hyderabad.geojson,SBM/ramSeraph,,"","Greater Hyderabad","Telangana","Wards"
city,greater_jaipur,cities/greater_jaipur.geojson,LivingAtlas/ramSeraph,,"","Greater Jaipur","Rajasthan","Wards"
city,greater_mumbai,cities/greater_mumbai.geojson,LivingAtlas/ramSeraph,,"","Greater Mumbai","Maharashtra","Wards"
city,gubbi,cities/gubbi.geojson,SBM/ramSeraph,,"","Gubbi","Karnataka","Wards"
city,gudalur,cities/gudalur.geojson,SBM/ramSeraph,,"","Gudalur","Tamil Nadu","Wards"
city,gudari,cities/gudari.geojson,SBM/ramSeraph,,"","Gudari","Odisha","Wards"
city,gudibande,cities/gudibande.geojson,SBM/ramSeraph,,"","Gudibande","Karnataka","Wards"
city,gudivada,cities/gudivada.geojson,SBM/ramSeraph,,"","Gudivada","Andhra Pradesh","Wards"
city,gudiyatham,cities/gudiyatham.geojson,SBM/ramSeraph,,"","Gudiyatham","Tamil Nadu","Wards"
city,gudur,cities/gudur.geojson,SBM/ramSeraph,,"","Gudur","Andhra Pradesh","Wards"
city,guduru,cities/guduru.geojson,SBM/ramSeraph,,"","Guduru","Andhra Pradesh","Wards"
city,guhagar,cities/guhagar.geojson,SBM/ramSeraph,,"","Guhagar","Maharashtra","Wards"
city,gulabpura,cities/gulabpura.geojson,SBM/ramSeraph,,"","Gulabpura","Rajasthan","Wards"
city,gulaothi,cities/gulaothi.geojson,SBM/ramSeraph,,"","Gulaothi","Uttar Pradesh","Wards"
city,gulariya,cities/gulariya.geojson,SBM/ramSeraph,,"","Gulariya","Uttar Pradesh","Wards"
